Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
gofwoo_37,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_38,Golden-fronted Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
gofwoo_39,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_40,Golden-fronted Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
gofwoo_41,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_42,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_43,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_44,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_45,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_46,Golden-fronted Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
gofwoo_47,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
gofwoo_48,Golden-fronted Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
gofwoo_49,Golden-fronted Woodpecker,Very Low,Call,??,NA,??,Very low amplitude,The call can NOT be heard if it is amplified. 
gofwoo_50,Golden-fronted Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
goowoo1_01,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_02,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. También un Momotus lessoni
goowoo1_03,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_04,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_05,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_06,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_07,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_08,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_09,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_10,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_11,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_12,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_13,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_14,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_15,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_16,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_17,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_18,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_19,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_20,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_21,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_22,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_23,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_24,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_25,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_26,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_27,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_28,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_29,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_30,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_31,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_32,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_33,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_34,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_35,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_36,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_37,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.  También Turdus grayi
goowoo1_38,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
goowoo1_39,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
goowoo1_40,Golden-olive Woodpecker,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_41,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
goowoo1_42,Golden-olive Woodpecker,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. Tambien Troglodytes aedon
goowoo1_43,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
goowoo1_44,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
goowoo1_45,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
goowoo1_46,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
goowoo1_47,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. También Troglodytes aedon
goowoo1_48,Golden-olive Woodpecker,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
goowoo1_49,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. También puede ser Basileuterus culicivorus
goowoo1_50,Golden-olive Woodpecker,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified. 
greela_01,Greenish Elaenia,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
greela_02,Greenish Elaenia,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
greela_03,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_04,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_05,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_06,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_07,Greenish Elaenia,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
greela_08,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_09,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_10,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_11,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_12,Greenish Elaenia,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
greela_13,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_14,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_15,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_16,Greenish Elaenia,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_17,Greenish Elaenia,Very Low,Call,??,NA,??,Very low amplitude,No parece el llamado de Greenish Elaenia
greela_18,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_19,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_20,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_21,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_22,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_23,Greenish Elaenia,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_24,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_25,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_26,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_27,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_28,Greenish Elaenia,Very Low,Call,??,NA,??,Very low amplitude,The call can be heard if it is amplified.  No parece el llamado de Grees Elaenia
greela_29,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
greela_30,Greenish Elaenia,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
greela_31,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_32,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_33,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_34,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_35,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_36,Greenish Elaenia,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
greela_37,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_38,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_39,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_40,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_41,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_42,Greenish Elaenia,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_43,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_44,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_45,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_46,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_47,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_48,Greenish Elaenia,Very Low,Call,??,??,??,Very low amplitude,The call can be heard if it is amplified. El llamado parece de un chipe
greela_49,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
greela_50,Greenish Elaenia,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_01,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_02,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_03,Great Kiskadee,Medium,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_04,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_05,Great Kiskadee,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_06,Great Kiskadee,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_07,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_08,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_09,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_10,Great Kiskadee,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_11,Great Kiskadee,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
grekis_12,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_13,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_14,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_15,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_16,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_17,Great Kiskadee,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_18,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_19,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_20,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_21,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_22,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_23,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_24,Great Kiskadee,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
grekis_25,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_26,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_27,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_28,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_29,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_30,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_31,Great Kiskadee,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
grekis_32,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_33,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_34,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_35,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_36,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_37,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_38,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_39,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_40,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_41,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_42,Great Kiskadee,Very Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_43,Great Kiskadee,Very Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_44,Great Kiskadee,Very Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_45,Great Kiskadee,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
grekis_46,Great Kiskadee,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
grekis_47,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_48,Great Kiskadee,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
grekis_49,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
grekis_50,Great Kiskadee,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_01,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_02,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_03,Gray Hawk,Very Low,Call,Yes,NA,Low,Low amplitude,The call can NOT be heard if it is amplified.
gryhaw2_04,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_05,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_06,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_07,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_08,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_09,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_10,Gray Hawk,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
gryhaw2_11,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_12,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_13,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_14,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_15,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_16,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_17,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_18,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_19,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_20,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_21,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_22,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_23,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_24,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_25,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_26,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_27,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_28,Gray Hawk,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_29,Gray Hawk,Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. También llamado de Turdus grayi
gryhaw2_30,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_31,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_32,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_33,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_34,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_35,Gray Hawk,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
gryhaw2_36,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_37,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_38,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_39,Gray Hawk,Very Low,??,??,??,??,Very low amplitude,The call can not be heard if it is amplified. No hay ninguna señal visible.
gryhaw2_40,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_41,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_42,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_43,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_44,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_45,Gray Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
gryhaw2_46,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_47,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_48,Gray Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
gryhaw2_49,Gray Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
gryhaw2_50,Gray Hawk,Medium,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_01,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_02,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambén Turdus grayi
houwre_03,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_04,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_05,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_06,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_07,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_08,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_09,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_10,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_11,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_12,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_13,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_14,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_15,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_16,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_17,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_18,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_19,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_20,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_21,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_22,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_23,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_24,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_25,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_26,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_27,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_28,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_29,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_30,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_31,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_32,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_33,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_34,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_35,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_36,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_37,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_38,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_39,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_40,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_41,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
